id,file_name,raw_code,actual_class,predicted_class,pragma_removed_code,gpt-3.5-turbo-GNN,gpt-3.5-turbo-NoGNN,actual_pragma,GNN-gen-pragma,gpt4-no-gnn-gen-pragma,human-gnn,human-no-gnn,note
25,./Benchmark-Test-2/3/mg-19.ll,"	  #pragma rose_outline
    for (i2 = 1; i2 <= n2 - 1 - 1; i2 += 1) {
		#pragma rose_outline
      for (i1 = 1; i1 <= n1 - 1 - 1; i1 += 1) {
        s = s + r[i3][i2][i1] * r[i3][i2][i1];
        a = fabs(r[i3][i2][i1]);
        if (a > tmp) 
          tmp = a;
      }
    }",2,2,"	
    for (i2 = 1; i2 <= n2 - 1 - 1; i2 += 1) {
		
      for (i1 = 1; i1 <= n1 - 1 - 1; i1 += 1) {
        s = s + r[i3][i2][i1] * r[i3][i2][i1];
        a = fabs(r[i3][i2][i1]);
        if (a > tmp) 
          tmp = a;
      }
    }",,"#pragma omp parallel for private(i2, i1) reduction(+:s) reduction(max:tmp)
    for (i2 = 1; i2 <= n2 - 1 - 1; i2 += 1) {
      for (i1 = 1; i1 <= n1 - 1 - 1; i1 += 1) {
        s = s + r[i3][i2][i1] * r[i3][i2][i1];
        a = fabs(r[i3][i2][i1]);
        if (a > tmp) 
          tmp = a;
      }
    }",none,none,"#pragma omp parallel for reduction(+:s) reduction(max:tmp) private(i1, i2, a)",5,0,
26,./Benchmark-Test-2/0/bt-31.ll,"//#pragma omp parallel for private (add,m)
#pragma rose_outline  
  for (m = 0; m <= 4; m += 1) {
          add = rhs[i][j][k][m];
          rms[m] = rms[m] + add * add;
        }",0,0," 
  for (m = 0; m <= 4; m += 1) {
          add = rhs[i][j][k][m];
          rms[m] = rms[m] + add * add;
        }","#pragma omp parallel for private(add)
for (m = 0; m <= 4; m += 1) {
    add = rhs[i][j][k][m];
    #pragma omp atomic
    rms[m] += add * add;
}","#pragma omp parallel for
for (m = 0; m <= 4; m += 1) {
    add = rhs[i][j][k][m];
    rms[m] = rms[m] + add * add;
}","#pragma omp parallel for private (add,m)",#pragma omp parallel for private(add),#pragma omp parallel for reduction(+:rms[:5]),4,2,
27,./Benchmark-Test-2/0/sp-10.ll,"//#pragma omp parallel for private (i,j,m)
 #pragma rose_outline   
  for (m = 0; m <= 2; m += 1) {
      
//#pragma omp parallel for private (i,j)
       #pragma rose_outline 
	  for (i = 1; i <= grid_points[0] - 2; i += 1) {
        
#pragma omp parallel for private (j) firstprivate (k,n,k1)
        for (j = 1; j <= grid_points[1] - 2; j += 1) {
          rhs[m][i][j][k] = rhs[m][i][j][k] - lhs[n + 3][i][j][k] * rhs[m][i][j][k1];
        }
      }
    }",0,0,"  for (m = 0; m <= 2; m += 1) {
       
	  for (i = 1; i <= grid_points[0] - 2; i += 1) {
        

        for (j = 1; j <= grid_points[1] - 2; j += 1) {
          rhs[m][i][j][k] = rhs[m][i][j][k] - lhs[n + 3][i][j][k] * rhs[m][i][j][k1];
        }
      }
    }","#pragma omp parallel for private(m, i, j)
    for (m = 0; m <= 2; m += 1) {
        for (i = 1; i <= grid_points[0] - 2; i += 1) {
            for (j = 1; j <= grid_points[1] - 2; j += 1) {
                rhs[m][i][j][k] = rhs[m][i][j][k] - lhs[n + 3][i][j][k] * rhs[m][i][j][k1];
            }
        }
    }","#pragma omp parallel for private(m, i, j)
for (m = 0; m <= 2; m += 1) {
  for (i = 1; i <= grid_points[0] - 2; i += 1) {
    for (j = 1; j <= grid_points[1] - 2; j += 1) {
      rhs[m][i][j][k] = rhs[m][i][j][k] - lhs[n + 3][i][j][k] * rhs[m][i][j][k1];
    }
  }
}","#pragma omp parallel for private (i,j,m)","#pragma omp parallel for private(m, i, j)","#pragma omp parallel for collapse(3) private(m, i, j)",5,4,
28,./Benchmark-Test-2/3/sp-141.ll,"   #pragma rose_outline 
  for (i = 0; i <= grid_points[0] - 1; i += 1) {
    xi = ((double )i) * dnxm1;
     #pragma rose_outline 
	for (j = 0; j <= grid_points[1] - 1; j += 1) {
      eta = ((double )j) * dnym1;
       #pragma rose_outline 
	  for (k = 0; k <= grid_points[2] - 1; k += 1) {
        zeta = ((double )k) * dnzm1;
         #pragma rose_outline 
		for (ix = 0; ix <= 1; ix += 1) {
          exact_solution((double )ix,eta,zeta,&Pface[ix][0][0]);
        }
         #pragma rose_outline 
		for (iy = 0; iy <= 1; iy += 1) {
          exact_solution(xi,(double )iy,zeta,&Pface[iy][1][0]);
        }
         #pragma rose_outline 
		for (iz = 0; iz <= 1; iz += 1) {
          exact_solution(xi,eta,(double )iz,&Pface[iz][2][0]);
        }
        
#pragma omp parallel for private (Pxi,Peta,Pzeta,m) firstprivate (xi,eta,zeta)
        for (m = 0; m <= 4; m += 1) {
          Pxi = xi * Pface[1][0][m] + (1.0 - xi) * Pface[0][0][m];
          Peta = eta * Pface[1][1][m] + (1.0 - eta) * Pface[0][1][m];
          Pzeta = zeta * Pface[1][2][m] + (1.0 - zeta) * Pface[0][2][m];
          u[m][i][j][k] = Pxi + Peta + Pzeta - Pxi * Peta - Pxi * Pzeta - Peta * Pzeta + Pxi * Peta * Pzeta;
        }
      }
    }
  }",2,2,"  
  for (i = 0; i <= grid_points[0] - 1; i += 1) {
    xi = ((double )i) * dnxm1;
  
	for (j = 0; j <= grid_points[1] - 1; j += 1) {
      eta = ((double )j) * dnym1;
     
	  for (k = 0; k <= grid_points[2] - 1; k += 1) {
        zeta = ((double )k) * dnzm1;

		for (ix = 0; ix <= 1; ix += 1) {
          exact_solution((double )ix,eta,zeta,&Pface[ix][0][0]);
        }

		for (iy = 0; iy <= 1; iy += 1) {
          exact_solution(xi,(double )iy,zeta,&Pface[iy][1][0]);
        }

		for (iz = 0; iz <= 1; iz += 1) {
          exact_solution(xi,eta,(double )iz,&Pface[iz][2][0]);
        }
        

        for (m = 0; m <= 4; m += 1) {
          Pxi = xi * Pface[1][0][m] + (1.0 - xi) * Pface[0][0][m];
          Peta = eta * Pface[1][1][m] + (1.0 - eta) * Pface[0][1][m];
          Pzeta = zeta * Pface[1][2][m] + (1.0 - zeta) * Pface[0][2][m];
          u[m][i][j][k] = Pxi + Peta + Pzeta - Pxi * Peta - Pxi * Pzeta - Peta * Pzeta + Pxi * Peta * Pzeta;
        }
      }
    }
  }",,"#pragma omp parallel for private(i, j, k, ix, iy, iz, xi, eta, zeta, Pxi, Peta, Pzeta)
  for (i = 0; i <= grid_points[0] - 1; i += 1) {
    xi = ((double )i) * dnxm1;
  
    for (j = 0; j <= grid_points[1] - 1; j += 1) {
      eta = ((double )j) * dnym1;
     
      for (k = 0; k <= grid_points[2] - 1; k += 1) {
        zeta = ((double )k) * dnzm1;

        for (ix = 0; ix <= 1; ix += 1) {
          exact_solution((double )ix,eta,zeta,&Pface[ix][0][0]);
        }

        for (iy = 0; iy <= 1; iy += 1) {
          exact_solution(xi,(double )iy,zeta,&Pface[iy][1][0]);
        }

        for (iz = 0; iz <= 1; iz += 1) {
          exact_solution(xi,eta,(double )iz,&Pface[iz][2][0]);
        }
        

        for (m = 0; m <= 4; m += 1) {
          Pxi = xi * Pface[1][0][m] + (1.0 - xi) * Pface[0][0][m];
          Peta = eta * Pface[1][1][m] + (1.0 - eta) * Pface[0][1][m];
          Pzeta = zeta * Pface[1][2][m] + (1.0 - zeta) * Pface[0][2][m];
          u[m][i][j][k] = Pxi + Peta + Pzeta - Pxi * Peta - Pxi * Pzeta - Peta * Pzeta + Pxi * Peta * Pzeta;
        }
      }
    }
  }",none,none,"#pragma omp parallel for collapse(3) private(i, j, k, xi, eta, zeta, ix, iy, iz, m, Pxi, Peta, Pzeta)",5,0,
29,./Benchmark-Test-2/3/mg-58.ll,"  #pragma rose_outline
  for (it = 1; it <= nit; it += 1) {
    mg3P(u,v,r,a,c,n1,n2,n3,lt);
    resid(u[lt],v,r[lt],n1,n2,n3,a,lt);
  }",2,2,"
  for (it = 1; it <= nit; it += 1) {
    mg3P(u,v,r,a,c,n1,n2,n3,lt);
    resid(u[lt],v,r[lt],n1,n2,n3,a,lt);
  }",,"#pragma omp parallel for
  for (it = 1; it <= nit; it += 1) {
    mg3P(u,v,r,a,c,n1,n2,n3,lt);
    resid(u[lt],v,r[lt],n1,n2,n3,a,lt);
  }",none,none,#pragma omp parallel for,5,1,
30,./Benchmark-Test-2/3/sp-128.ll,"	 #pragma rose_outline 
    for (k = 0; k <= grid_points[2] - 1; k += 1) {
      zeta = ((double )k) * dnzm1;
      exact_solution(xi,eta,zeta,temp);
      
#pragma omp parallel for private (m) firstprivate (j)
      for (m = 0; m <= 4; m += 1) {
        u[m][i][j][k] = temp[m];
      }
    }",2,2,"
    for (k = 0; k <= grid_points[2] - 1; k += 1) {
      zeta = ((double )k) * dnzm1;
      exact_solution(xi,eta,zeta,temp);
      

      for (m = 0; m <= 4; m += 1) {
        u[m][i][j][k] = temp[m];
      }
    }",,"#pragma omp parallel for
    for (k = 0; k <= grid_points[2] - 1; k += 1) {
      zeta = ((double )k) * dnzm1;
      exact_solution(xi,eta,zeta,temp);
      

      for (m = 0; m <= 4; m += 1) {
        u[m][i][j][k] = temp[m];
      }
    }",none,none,"#pragma omp parallel for private(zeta, temp, m)",5,0,
31,./Benchmark-Test-2/0/sp-1.ll,"//#pragma omp parallel for private (k1,k2,j,k)
         #pragma rose_outline 
		for (j = 1; j <= grid_points[1] - 2; j += 1) {
          for (k = grid_points[2] - 3; k >= 0; k += -1) {
            k1 = k + 1;
            k2 = k + 2;
            rhs[m][i][j][k] = rhs[m][i][j][k] - lhs[n + 3][i][j][k] * rhs[m][i][j][k1] - lhs[n + 4][i][j][k] * rhs[m][i][j][k2];
          }
        }",0,0,"		for (j = 1; j <= grid_points[1] - 2; j += 1) {
          for (k = grid_points[2] - 3; k >= 0; k += -1) {
            k1 = k + 1;
            k2 = k + 2;
            rhs[m][i][j][k] = rhs[m][i][j][k] - lhs[n + 3][i][j][k] * rhs[m][i][j][k1] - lhs[n + 4][i][j][k] * rhs[m][i][j][k2];
          }
        }","#pragma omp parallel for private(j, k, k1, k2)
for (j = 1; j <= grid_points[1] - 2; j += 1) {
    for (k = grid_points[2] - 3; k >= 0; k += -1) {
        k1 = k + 1;
        k2 = k + 2;
        rhs[m][i][j][k] = rhs[m][i][j][k] - lhs[n + 3][i][j][k] * rhs[m][i][j][k1] - lhs[n + 4][i][j][k] * rhs[m][i][j][k2];
    }
}","#pragma omp parallel for private(j, k, k1, k2) 
for (j = 1; j <= grid_points[1] - 2; j += 1) {
  for (k = grid_points[2] - 3; k >= 0; k += -1) {
    k1 = k + 1;
    k2 = k + 2;
    rhs[m][i][j][k] = rhs[m][i][j][k] - lhs[n + 3][i][j][k] * rhs[m][i][j][k1] - lhs[n + 4][i][j][k] * rhs[m][i][j][k2];
  }
}","#pragma omp parallel for private (k1,k2,j,k)","#pragma omp parallel for private(j, k, k1, k2)","#pragma omp parallel for private(j, k, k1, k2)",5,5,semantic
32,./Benchmark-Test-2/0/sp-4.ll,"//#pragma omp parallel for private (k1,k2,j,k)
         #pragma rose_outline 
		for (j = 1; j <= grid_points[1] - 2; j += 1) {
          for (k = grid_points[2] - 3; k >= 0; k += -1) {
            k1 = k + 1;
            k2 = k + 2;
            rhs[m][i][j][k] = rhs[m][i][j][k] - lhs[n + 3][i][j][k] * rhs[m][i][j][k1] - lhs[n + 4][i][j][k] * rhs[m][i][j][k2];
          }
        }",0,0,"		for (j = 1; j <= grid_points[1] - 2; j += 1) {
          for (k = grid_points[2] - 3; k >= 0; k += -1) {
            k1 = k + 1;
            k2 = k + 2;
            rhs[m][i][j][k] = rhs[m][i][j][k] - lhs[n + 3][i][j][k] * rhs[m][i][j][k1] - lhs[n + 4][i][j][k] * rhs[m][i][j][k2];
          }
        }","#pragma omp parallel for private(j, k, k1, k2)
for (j = 1; j <= grid_points[1] - 2; j += 1) {
    for (k = grid_points[2] - 3; k >= 0; k += -1) {
        k1 = k + 1;
        k2 = k + 2;
        rhs[m][i][j][k] = rhs[m][i][j][k] - lhs[n + 3][i][j][k] * rhs[m][i][j][k1] - lhs[n + 4][i][j][k] * rhs[m][i][j][k2];
    }
}","#pragma omp parallel for private(j, k, k1, k2) 
for (j = 1; j <= grid_points[1] - 2; j += 1) {
  for (k = grid_points[2] - 3; k >= 0; k += -1) {
    k1 = k + 1;
    k2 = k + 2;
    rhs[m][i][j][k] = rhs[m][i][j][k] - lhs[n + 3][i][j][k] * rhs[m][i][j][k1] - lhs[n + 4][i][j][k] * rhs[m][i][j][k2];
  }
}","#pragma omp parallel for private (k1,k2,j,k)","#pragma omp parallel for private(j, k, k1, k2)","#pragma omp parallel for private(j, k, k1, k2)",5,5,semantic
33,./Benchmark-Test-2/0/cg-9.ll,"//#pragma omp parallel for private (j)
#pragma rose_outline
  for (j = 1; j <= n; j += 1) {
    rowstr[j] = 0;
    mark[j] = 0;
  }",0,1,"  for (j = 1; j <= n; j += 1) {
    rowstr[j] = 0;
    mark[j] = 0;
  }","#pragma omp parallel for private(j) reduction(+:rowstr[:n+1], mark[:n+1])
  for (j = 1; j <= n; j += 1) {
    rowstr[j] = 0;
    mark[j] = 0;
  }","#pragma omp parallel for
  for (j = 1; j <= n; j += 1) {
    rowstr[j] = 0;
    mark[j] = 0;
  }",#pragma omp parallel for private (j),#pragma omp parallel for private(j),#pragma omp parallel for,5,3,
34,./Benchmark-Test-2/3/lu-63.ll,"	#pragma rose_outline
    for (m = 0; m <= 4; m += 1) {
      sum[m] = sqrt(sum[m] / ((nx0 - 2) * (ny0 - 2) * (nz0 - 2)));
    }",2,2,"
    for (m = 0; m <= 4; m += 1) {
      sum[m] = sqrt(sum[m] / ((nx0 - 2) * (ny0 - 2) * (nz0 - 2)));
    }",,"#pragma omp parallel for
    for (m = 0; m <= 4; m += 1) {
      sum[m] = sqrt(sum[m] / ((nx0 - 2) * (ny0 - 2) * (nz0 - 2)));
    }",none,none,#pragma omp parallel for,5,1,
35,./Benchmark-Test-2/3/mg-5.ll,"  #pragma rose_outline
  for (i = 10 - 1; i >= m0; i += -1) {
    z[j3[i][0]][j2[i][0]][j1[i][0]] = - 1.0;
  }",2,2,"
  for (i = 10 - 1; i >= m0; i += -1) {
    z[j3[i][0]][j2[i][0]][j1[i][0]] = - 1.0;
  }",,"#pragma omp parallel for
  for (i = 10 - 1; i >= m0; i += -1) {
    z[j3[i][0]][j2[i][0]][j1[i][0]] = - 1.0;
  }",none,none,#pragma omp parallel for,5,1,
36,./Benchmark-Test-2/0/lu-86.ll,"//#pragma omp parallel for private (m)
        #pragma rose_outline
		for (m = 0; m <= 4; m += 1) {
          frct[1][j][k][m] = frct[1][j][k][m] - dsspm * (+5.0 * rsd[1][j][k][m] - 4.0 * rsd[2][j][k][m] + rsd[3][j][k][m]);
          frct[2][j][k][m] = frct[2][j][k][m] - dsspm * (- 4.0 * rsd[1][j][k][m] + 6.0 * rsd[2][j][k][m] - 4.0 * rsd[3][j][k][m] + rsd[4][j][k][m]);
        }",0,0,"		for (m = 0; m <= 4; m += 1) {
          frct[1][j][k][m] = frct[1][j][k][m] - dsspm * (+5.0 * rsd[1][j][k][m] - 4.0 * rsd[2][j][k][m] + rsd[3][j][k][m]);
          frct[2][j][k][m] = frct[2][j][k][m] - dsspm * (- 4.0 * rsd[1][j][k][m] + 6.0 * rsd[2][j][k][m] - 4.0 * rsd[3][j][k][m] + rsd[4][j][k][m]);
        }","#pragma omp parallel for private(m)
for (m = 0; m <= 4; m += 1) {
    frct[1][j][k][m] = frct[1][j][k][m] - dsspm * (+5.0 * rsd[1][j][k][m] - 4.0 * rsd[2][j][k][m] + rsd[3][j][k][m]);
    frct[2][j][k][m] = frct[2][j][k][m] - dsspm * (- 4.0 * rsd[1][j][k][m] + 6.0 * rsd[2][j][k][m] - 4.0 * rsd[3][j][k][m] + rsd[4][j][k][m]);
}","#pragma omp parallel for
for (m = 0; m <= 4; m += 1) {
  frct[1][j][k][m] = frct[1][j][k][m] - dsspm * (+5.0 * rsd[1][j][k][m] - 4.0 * rsd[2][j][k][m] + rsd[3][j][k][m]);
  frct[2][j][k][m] = frct[2][j][k][m] - dsspm * (- 4.0 * rsd[1][j][k][m] + 6.0 * rsd[2][j][k][m] - 4.0 * rsd[3][j][k][m] + rsd[4][j][k][m]);
}",#pragma omp parallel for private (m),#pragma omp parallel for private(m),#pragma omp parallel for,5,3,
37,./Benchmark-Test-2/0/sp-71.ll,"//#pragma omp parallel for private (i,j,k)
 #pragma rose_outline   
  for (i = 1; i <= grid_points[0] - 2; i += 1) {
        
//#pragma omp parallel for private (j,k)
 #pragma rose_outline        
	   for (j = 1; j <= grid_points[1] - 2; j += 1) {
          
#pragma omp parallel for private (k) firstprivate (dssp)
          for (k = 3 * 1; k <= grid_points[2] - 3 - 1; k += 1) {
            rhs[m][i][j][k] = rhs[m][i][j][k] - dssp * (u[m][i][j][k - 2] - 4.0 * u[m][i][j][k - 1] + 6.0 * u[m][i][j][k] - 4.0 * u[m][i][j][k + 1] + u[m][i][j][k + 2]);
          }
        }
      }",0,0,"  for (i = 1; i <= grid_points[0] - 2; i += 1) {
   
	   for (j = 1; j <= grid_points[1] - 2; j += 1) {
          

          for (k = 3 * 1; k <= grid_points[2] - 3 - 1; k += 1) {
            rhs[m][i][j][k] = rhs[m][i][j][k] - dssp * (u[m][i][j][k - 2] - 4.0 * u[m][i][j][k - 1] + 6.0 * u[m][i][j][k] - 4.0 * u[m][i][j][k + 1] + u[m][i][j][k + 2]);
          }
        }
      }","#pragma omp parallel for private(i, j, k)
for (i = 1; i <= grid_points[0] - 2; i += 1) {
   
   for (j = 1; j <= grid_points[1] - 2; j += 1) {
      
      for (k = 3 * 1; k <= grid_points[2] - 3 - 1; k += 1) {
        rhs[m][i][j][k] = rhs[m][i][j][k] - dssp * (u[m][i][j][k - 2] - 4.0 * u[m][i][j][k - 1] + 6.0 * u[m][i][j][k] - 4.0 * u[m][i][j][k + 1] + u[m][i][j][k + 2]);
      }
    }
}","#pragma omp parallel for private(i, j, k) collapse(3)
for (i = 1; i <= grid_points[0] - 2; i += 1) {
    for (j = 1; j <= grid_points[1] - 2; j += 1) {
        for (k = 3 * 1; k <= grid_points[2] - 3 - 1; k += 1) {
            rhs[m][i][j][k] = rhs[m][i][j][k] - dssp * (u[m][i][j][k - 2] - 4.0 * u[m][i][j][k - 1] + 6.0 * u[m][i][j][k] - 4.0 * u[m][i][j][k + 1] + u[m][i][j][k + 2]);
        }
    }
}","#pragma omp parallel for private (i,j,k)","#pragma omp parallel for private(i, j, k)",#pragma omp parallel for collapse(3),5,2,
38,./Benchmark-Test-2/0/sp-79.ll,"//#pragma omp parallel for private (i,k)
       #pragma rose_outline 
	  for (i = 1; i <= grid_points[0] - 2; i += 1) {
        
#pragma omp parallel for private (k) firstprivate (dssp,j)
        for (k = 1; k <= grid_points[2] - 2; k += 1) {
          rhs[m][i][j][k] = rhs[m][i][j][k] - dssp * (u[m][i][j - 2][k] - 4.0 * u[m][i][j - 1][k] + 5.0 * u[m][i][j][k]);
        }
      }",0,0,"	  for (i = 1; i <= grid_points[0] - 2; i += 1) {
        

        for (k = 1; k <= grid_points[2] - 2; k += 1) {
          rhs[m][i][j][k] = rhs[m][i][j][k] - dssp * (u[m][i][j - 2][k] - 4.0 * u[m][i][j - 1][k] + 5.0 * u[m][i][j][k]);
        }
      }","#pragma omp parallel for private(i, k)
for (i = 1; i <= grid_points[0] - 2; i += 1) {
    for (k = 1; k <= grid_points[2] - 2; k += 1) {
        rhs[m][i][j][k] = rhs[m][i][j][k] - dssp * (u[m][i][j - 2][k] - 4.0 * u[m][i][j - 1][k] + 5.0 * u[m][i][j][k]);
    }
}","#pragma omp parallel for private(i, k) shared(rhs, u)
for (i = 1; i <= grid_points[0] - 2; i += 1) {
  for (k = 1; k <= grid_points[2] - 2; k += 1) {
    rhs[m][i][j][k] = rhs[m][i][j][k] - dssp * (u[m][i][j - 2][k] - 4.0 * u[m][i][j - 1][k] + 5.0 * u[m][i][j][k]);
  }
}","#pragma omp parallel for private (i,k)","#pragma omp parallel for private(i, k)",#pragma omp parallel for collapse(2),5,2,
39,./Benchmark-Test-2/3/mg-63.ll,"  #pragma rose_outline
  for (k = 0; k <= m3[lt] - 1; k += 1) {
    v[k] = ((double **)(malloc(m2[lt] * sizeof(double *))));
    #pragma rose_outline
	for (j = 0; j <= m2[lt] - 1; j += 1) {
      v[k][j] = ((double *)(malloc(m1[lt] * sizeof(double ))));
    }
  }",2,2,"
  for (k = 0; k <= m3[lt] - 1; k += 1) {
    v[k] = ((double **)(malloc(m2[lt] * sizeof(double *))));

	for (j = 0; j <= m2[lt] - 1; j += 1) {
      v[k][j] = ((double *)(malloc(m1[lt] * sizeof(double ))));
    }
  }",,"#pragma omp parallel for
  for (k = 0; k <= m3[lt] - 1; k += 1) {
    v[k] = ((double **)(malloc(m2[lt] * sizeof(double *))));

    #pragma omp parallel for
    for (j = 0; j <= m2[lt] - 1; j += 1) {
      v[k][j] = ((double *)(malloc(m1[lt] * sizeof(double ))));
    }
  }",none,none,none,5,5,
40,./Benchmark-Test-2/0/sp-95.ll,"//#pragma omp parallel for private (j,k,m)
     #pragma rose_outline 
	for (m = 0; m <= 4; m += 1) {
      
//#pragma omp parallel for private (j,k)
 #pragma rose_outline      
	 for (j = 1; j <= grid_points[1] - 2; j += 1) {
        
#pragma omp parallel for private (k) firstprivate (dssp,i)
        for (k = 1; k <= grid_points[2] - 2; k += 1) {
          rhs[m][i][j][k] = rhs[m][i][j][k] - dssp * (u[m][i - 2][j][k] - 4.0 * u[m][i - 1][j][k] + 6.0 * u[m][i][j][k] - 4.0 * u[m][i + 1][j][k]);
        }
      }
    }",0,0,"	for (m = 0; m <= 4; m += 1) {
      
	 for (j = 1; j <= grid_points[1] - 2; j += 1) {
        

        for (k = 1; k <= grid_points[2] - 2; k += 1) {
          rhs[m][i][j][k] = rhs[m][i][j][k] - dssp * (u[m][i - 2][j][k] - 4.0 * u[m][i - 1][j][k] + 6.0 * u[m][i][j][k] - 4.0 * u[m][i + 1][j][k]);
        }
      }
    }","#pragma omp parallel for private(m, j, k)
for (m = 0; m <= 4; m += 1) {
    for (j = 1; j <= grid_points[1] - 2; j += 1) {
        for (k = 1; k <= grid_points[2] - 2; k += 1) {
            rhs[m][i][j][k] = rhs[m][i][j][k] - dssp * (u[m][i - 2][j][k] - 4.0 * u[m][i - 1][j][k] + 6.0 * u[m][i][j][k] - 4.0 * u[m][i + 1][j][k]);
        }
    }
}","#pragma omp parallel for private(m, j, k) 
for (m = 0; m <= 4; m += 1) {
  for (j = 1; j <= grid_points[1] - 2; j += 1) {
    for (k = 1; k <= grid_points[2] - 2; k += 1) {
      rhs[m][i][j][k] = rhs[m][i][j][k] - dssp * (u[m][i - 2][j][k] - 4.0 * u[m][i - 1][j][k] + 6.0 * u[m][i][j][k] - 4.0 * u[m][i + 1][j][k]);
    }
  }
}","#pragma omp parallel for private (j,k,m)","#pragma omp parallel for private(m, j, k)",#pragma omp parallel for collapse(3),5,2,
41,./Benchmark-Test-2/0/bt-36.ll,"//#pragma omp parallel for private (m)
  #pragma rose_outline
  for (m = 0; m <= 4; m += 1) {
    rms[m] = 0.0;
  }",0,0,"  for (m = 0; m <= 4; m += 1) {
    rms[m] = 0.0;
  }","#pragma omp parallel for private(m)
  for (m = 0; m <= 4; m += 1) {
    rms[m] = 0.0;
  }","#pragma omp parallel for
  for (m = 0; m <= 4; m += 1) {
    rms[m] = 0.0;
  }",#pragma omp parallel for private (m),#pragma omp parallel for private(m),#pragma omp parallel for,5,2,
42,./Benchmark-Test-2/3/mg-37.ll,"		#pragma rose_outline
        for (i1 = 0; i1 <= mm1 - 1 - 1; i1 += 1) {
          u[2 * i3][2 * i2 + 1][2 * i1] = u[2 * i3][2 * i2 + 1][2 * i1] + 0.5 * z1[i1];
          u[2 * i3][2 * i2 + 1][2 * i1 + 1] = u[2 * i3][2 * i2 + 1][2 * i1 + 1] + 0.25 * (z1[i1] + z1[i1 + 1]);
        }",2,2,"		
        for (i1 = 0; i1 <= mm1 - 1 - 1; i1 += 1) {
          u[2 * i3][2 * i2 + 1][2 * i1] = u[2 * i3][2 * i2 + 1][2 * i1] + 0.5 * z1[i1];
          u[2 * i3][2 * i2 + 1][2 * i1 + 1] = u[2 * i3][2 * i2 + 1][2 * i1 + 1] + 0.25 * (z1[i1] + z1[i1 + 1]);
        }",,"#pragma omp parallel for
for (int i1 = 0; i1 <= mm1 - 1 - 1; i1 += 1) {
  u[2 * i3][2 * i2 + 1][2 * i1] = u[2 * i3][2 * i2 + 1][2 * i1] + 0.5 * z1[i1];
  u[2 * i3][2 * i2 + 1][2 * i1 + 1] = u[2 * i3][2 * i2 + 1][2 * i1 + 1] + 0.25 * (z1[i1] + z1[i1 + 1]);
}",none,none,#pragma omp parallel for,5,1,
43,./Benchmark-Test-2/3/sp-133.ll,"   #pragma rose_outline 
  for (j = 0; j <= grid_points[1] - 1; j += 1) {
    eta = ((double )j) * dnym1;
	 #pragma rose_outline 
    for (k = 0; k <= grid_points[2] - 1; k += 1) {
      zeta = ((double )k) * dnzm1;
      exact_solution(xi,eta,zeta,temp);
      
#pragma omp parallel for private (m) firstprivate (i)
      for (m = 0; m <= 4; m += 1) {
        u[m][i][j][k] = temp[m];
      }
    }
  }",2,2,"
  for (j = 0; j <= grid_points[1] - 1; j += 1) {
    eta = ((double )j) * dnym1;
	 
    for (k = 0; k <= grid_points[2] - 1; k += 1) {
      zeta = ((double )k) * dnzm1;
      exact_solution(xi,eta,zeta,temp);
      

      for (m = 0; m <= 4; m += 1) {
        u[m][i][j][k] = temp[m];
      }
    }
  }",,"#pragma omp parallel for private(j, k, eta, zeta, temp)
  for (i = 0; i <= grid_points[0] - 1; i += 1) {
    for (j = 0; j <= grid_points[1] - 1; j += 1) {
      eta = ((double )j) * dnym1;
      
      for (k = 0; k <= grid_points[2] - 1; k += 1) {
        zeta = ((double )k) * dnzm1;
        exact_solution(xi,eta,zeta,temp);
        
        for (m = 0; m <= 4; m += 1) {
          u[m][i][j][k] = temp[m];
        }
      }
    }
  }",none,none,"#pragma omp parallel for private(j, k, m, eta, zeta, temp)",5,0,
44,./Benchmark-Test-2/3/sp-126.ll,"	 #pragma rose_outline 
    for (j = 0; j <= grid_points[1] - 1; j += 1) {
      eta = ((double )j) * dnym1;
      exact_solution(xi,eta,zeta,temp);
      
#pragma omp parallel for private (m) firstprivate (k)
      for (m = 0; m <= 4; m += 1) {
        u[m][i][j][k] = temp[m];
      }
    }",2,2,"	  
    for (j = 0; j <= grid_points[1] - 1; j += 1) {
      eta = ((double )j) * dnym1;
      exact_solution(xi,eta,zeta,temp);
      

      for (m = 0; m <= 4; m += 1) {
        u[m][i][j][k] = temp[m];
      }
    }",,"#pragma omp parallel for
    for (j = 0; j <= grid_points[1] - 1; j += 1) {
      eta = ((double )j) * dnym1;
      exact_solution(xi,eta,zeta,temp);
      

      for (m = 0; m <= 4; m += 1) {
        u[m][i][j][k] = temp[m];
      }
    }",none,none,"#pragma omp parallel for private(j, eta, m, temp)",5,0,
